Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
347	SRCA	be just coming back or she must have seen like someone in trouble or something she never came back I	was standing	there like what the fuck ? what the fuck are you ? oh my god so what happened ? did	be_VBI just_RR coming_VVG back_RP or_CC she_PPHS1 must_VM have_VHI seen_VVN like_II someone_PN1 in_II trouble_NN1 or_CC something_PN1 she_PPHS1 never_RR came_VVD back_RP I_PPIS1	was_VBDZ standing_VVG	there_RL like_RR what_DDQ the_AT fuck_NN1 ?_YQUE what_DDQ the_AT fuck_NN1 are_VBR you_PPY ?_YQUE oh_UH my_APPGE god_NN1 so_RR what_DDQ happened_VVD ?_YQUE did_VDD	Friends reflecting on Valentine’s Day and their weekend	Discussing, explaining, complaining, advising, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0275 S0276	2	2015-02-19	0:16:25	University canteen	2015 Q1	2015	Friends, wider family circle	Friday evening, Valentine’s Day, cinema, movies, food, restaurants, problems, shopping, accents	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=346	8672152	8672153
348	SRG8	year yeah mm it was were n't it ? yeah it was blue skies it was beautiful we w- we	were sitting	outside having dinner every night yeah it was lovely oh god they ca n't even do that that first couple	year_NNT1 yeah_UH mm_UH it_PPH1 was_VBDZ were_VBDR n't_XX it_PPH1 ?_YQUE yeah_UH it_PPH1 was_VBDZ blue_JJ skies_NN2 it_PPH1 was_VBDZ beautiful_JJ we_PPIS2 w-_FU we_PPIS2	were_VBDR sitting_VVG	outside_II having_VHG dinner_NN1 every_AT1 night_NNT1 yeah_UH it_PPH1 was_VBDZ lovely_JJ oh_UH god_NN1 they_PPHS2 ca_VM n't_XX even_RR do_VDI that_DD1 that_DD1 first_MD couple_NN1	Couple walk home and chat	Discussing, explaining, complaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-18	0:18:32	walking home from university, China	2014 Q3	2014	Close family, partners, very close friends	work, house	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=347	8722334	8722335
349	SRX4	--ANONnameF and I they do had a Kir as well yeah I saw the Kirs oh my god mm they	were sitting	next to this couple that were properly going for it like I thought he had a birthmark on his neck	--ANONnameF_NP1 and_CC I_PPIS1 they_PPHS2 do_VD0 had_VHD a_AT1 Kir_NN1 as_RR21 well_RR22 yeah_UH I_PPIS1 saw_VVD the_AT Kirs_NN2 oh_UH my_APPGE god_NN1 mm_UH they_PPHS2	were_VBDR sitting_VVG	next_II21 to_II22 this_DD1 couple_NN1 that_CST were_VBDR properly_RR going_VVG for_IF it_PPH1 like_RR I_PPIS1 thought_VVD he_PPHS1 had_VHD a_AT1 birthmark_NN1 on_II his_APPGE neck_NN1	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=348	8847236	8847237
350	SRX4	what 's the point of them ? well and they were just sitting there making out and it was I	was sitting	gr- oh on the Metro the other day and these four kids got on they they were sort of Arab	what_DDQ 's_VBZ the_AT point_NN1 of_IO them_PPHO2 ?_YQUE well_RR and_CC they_PPHS2 were_VBDR just_RR sitting_VVG there_RL making_VVG out_RP and_CC it_PPH1 was_VBDZ I_PPIS1	was_VBDZ sitting_VVG	gr-_FU oh_UH on_II the_AT Metro_NP1 the_AT other_JJ day_NNT1 and_CC these_DD2 four_MC kids_NN2 got_VVN on_RP they_PPHS2 they_PPHS2 were_VBDR sort_RR21 of_RR22 Arab_JJ	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=349	8847314	8847315
351	SRX4	his arm down there hooked out her boob and starts sucking it and we s- I I 'm am- we	were sitting	there and this old woman turned around and she says no and they turned around and they like there there	his_APPGE arm_NN1 down_RP there_RL hooked_VVN out_RP her_APPGE boob_NN1 and_CC starts_VVZ sucking_VVG it_PPH1 and_CC we_PPIS2 s-_FU I_PPIS1 I_PPIS1 'm_VBM am-_FU we_PPIS2	were_VBDR sitting_VVG	there_RL and_CC this_DD1 old_JJ woman_NN1 turned_VVD around_RP and_CC she_PPHS1 says_VVZ no_UH and_CC they_PPHS2 turned_VVD around_RP and_CC they_PPHS2 like_RR there_EX there_EX	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=350	8847395	8847396
352	SRX4	with those lot sitting out there last night see when I went in the winter time in my car nobody	was sitting	outside cos it was too bloody cold it was too cold yeah mm but last night there was these blokes	with_IW those_DD2 lot_NN1 sitting_VVG out_RP there_RL last_MD night_NNT1 see_VV0 when_RRQ I_PPIS1 went_VVD in_II the_AT winter_NNT1 time_NNT1 in_II my_APPGE car_NN1 nobody_PN1	was_VBDZ sitting_VVG	outside_RL cos_CS it_PPH1 was_VBDZ too_RG bloody_JJ cold_NN1 it_PPH1 was_VBDZ too_RG cold_JJ yeah_UH mm_UH but_CCB last_MD night_NNT1 there_EX was_VBDZ these_DD2 blokes_NN2	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=351	8847749	8847750
353	SRYY	--ANONnameM come on sweetheart dinner come and sit at the table I wan na eat it in here no we	're sitting	there do you want to pause it then ? what is this you 're watching anyway ? it seems a	--ANONnameM_NP1 come_VV0 on_II sweetheart_NN1 dinner_NN1 come_VV0 and_CC sit_VV0 at_II the_AT table_NN1 I_PPIS1 wan_VV0 na_TO eat_VVI it_PPH1 in_II here_RL no_UH we_PPIS2	're_VBR sitting_VVG	there_RL do_VD0 you_PPY want_VVI to_TO pause_VVI it_PPH1 then_RT ?_YQUE what_DDQ is_VBZ this_DD1 you_PPY 're_VBR watching_VVG anyway_RR ?_YQUE it_PPH1 seems_VVZ a_RR21	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=352	8855790	8855791
354	SRYY	if two people are talking at the same time like if someone 's interrupting you it makes it hard I	'm sitting	on the toilet and whatever algorithm they 're using that analyse this they 're not using an algorithm to analyse	if_CS two_MC people_NN are_VBR talking_VVG at_II the_AT same_DA time_NNT1 like_RR if_CS someone_PN1 's_VBZ interrupting_VVG you_PPY it_PPH1 makes_VVZ it_PPH1 hard_RR I_PPIS1	'm_VBM sitting_VVG	on_II the_AT toilet_NN1 and_CC whatever_DDQV algorithm_NN1 they_PPHS2 're_VBR using_VVG that_CST analyse_VV0 this_DD1 they_PPHS2 're_VBR not_XX using_VVG an_AT1 algorithm_NN1 to_TO analyse_VVI	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=353	8858290	8858291
355	SRYY	is it not is it a sitting down game ? uhu looks like a standing up game to me it	's sitting	this is what you do you do do do speaking metaphorically is kind of like combining the multiple senses that	is_VBZ it_PPH1 not_XX is_VBZ it_PPH1 a_AT1 sitting_NN1 down_II game_NN1 ?_YQUE uhu_UH looks_VVZ like_II a_AT1 standing_NN1 up_RP game_NN1 to_II me_PPIO1 it_PPH1	's_VBZ sitting_VVG	this_DD1 is_VBZ what_DDQ you_PPY do_VD0 you_PPY do_VD0 do_VD0 do_VD0 speaking_VVG metaphorically_RR is_VBZ kind_RR21 of_RR22 like_RR combining_VVG the_AT multiple_JJ senses_NN2 that_CST	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=354	8859155	8859156
356	SRYY	have good conversation with you yeah er like I went to pick up a parcel last week and f- I	was standing	there unable to escape for about half an hour at the door what was she talking about ? why could	have_VHI good_JJ conversation_NN1 with_IW you_PPY yeah_UH er_UH like_RR I_PPIS1 went_VVD to_TO pick_VVI up_RP a_AT1 parcel_NN1 last_MD week_NNT1 and_CC f-_FU I_PPIS1	was_VBDZ standing_VVG	there_RL unable_JK to_TO escape_VVI for_IF about_RG half_DB an_AT1 hour_NNT1 at_II the_AT door_NN1 what_DDQ was_VBDZ she_PPHS1 talking_VVG about_II ?_YQUE why_RRQ could_VM	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=355	8861289	8861290
357	ST56	okay nice one and here we are crawling through the undergrowth in search of a greater spotted Dawn there she	is sitting	by the fire --UNCLEARWORD steam huh ? it 's like a steam thing yeah ah it 's boiling have you	okay_RR nice_JJ one_PN1 and_CC here_RL we_PPIS2 are_VBR crawling_VVG through_II the_AT undergrowth_NN1 in_II31 search_II32 of_II33 a_AT1 greater_JJR spotted_JJ Dawn_NP1 there_RL she_PPHS1	is_VBZ sitting_VVG	by_II the_AT fire_NN1 --UNCLEARWORD_FU steam_NN1 huh_UH ?_YQUE it_PPH1 's_VBZ like_II a_AT1 steam_NN1 thing_NN1 yeah_UH ah_UH it_PPH1 's_VBZ boiling_RR have_VH0 you_PPY	Couple chat and have a bonfire.	Discussing, explaining	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-12	0:27:34	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Tents, gardens	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=356	8883065	8883066
358	ST56	then we 'll end up with a right old state I 'm not to be blamed for that so I	'm sitting	here okay I 'm going to sit until my fire is finished I feel like a right farmer look with	then_RT we_PPIS2 'll_VM end_VVI up_RP with_IW a_AT1 right_JJ old_JJ state_NN1 I_PPIS1 'm_VBM not_XX to_TO be_VBI blamed_VVN for_IF that_DD1 so_RR I_PPIS1	'm_VBM sitting_VVG	here_RL okay_JJ I_PPIS1 'm_VBM going_VVGK to_TO sit_VVI until_II my_APPGE fire_NN1 is_VBZ finished_VVN I_PPIS1 feel_VV0 like_II a_AT1 right_JJ farmer_NN1 look_VV0 with_IW	Couple chat and have a bonfire.	Discussing, explaining	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-12	0:27:34	The countryside, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Tents, gardens	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=357	8883672	8883673
359	STA2	ducks --UNCLEARWORD big ducks you 'll get pins and needles pins and needles like that darling is --ANONnameF gon na	be sitting	up with us here ? think he 's in a funny funny mood where he just did n't seem to	ducks_NN2 --UNCLEARWORD_FU big_JJ ducks_NN2 you_PPY 'll_VM get_VVI pins_NN2 and_CC needles_NN2 pins_NN2 and_CC needles_NN2 like_II that_DD1 darling_NN1 is_VBZ --ANONnameF_NP1 gon_VVGK na_TO	be_VBI sitting_VVG	up_RP with_IW us_PPIO2 here_RL ?_YQUE think_VV0 he_PPHS1 's_VBZ in_II a_AT1 funny_JJ funny_JJ mood_NN1 where_RRQ he_PPHS1 just_RR did_VDD n't_XX seem_VVI to_TO	Dinner with family and friends talking about food	Discussing, Explaining, Advising, Anecdote telling	Revised	Texts not in Sample release	S0411 S0412 S0416 S0417	4	2015-05-26	0:30:26	Speaker's home Cork	2015 Q2	2015	Close family, partners, very close friends	Animals, Exams, Eating Dinner, Oisin eating dinner, Raspberries, Biking, Ice cream, Eating vegetables, Food, Gardening, Walking, Bird eggs, Gerbils, Chocolate ice cream.	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=358	8960779	8960780
360	STB7	yeah mm with all these different bits on it so so it is a steel drum then really she she	was sitting	on the floor and just tapping the mm yeah she was doing ever so well it 's funny how quick	yeah_UH mm_UH with_IW all_DB these_DD2 different_JJ bits_NN2 on_II it_PPH1 so_RR so_RR it_PPH1 is_VBZ a_AT1 steel_NN1 drum_NN1 then_RT really_RR she_PPHS1 she_PPHS1	was_VBDZ sitting_VVG	on_II the_AT floor_NN1 and_CC just_RR tapping_VVG the_AT mm_UH yeah_UH she_PPHS1 was_VBDZ doing_VDG ever_RG21 so_RG22 well_RR it_PPH1 's_VBZ funny_JJ how_RGQ quick_JJ	no info	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-09-29	1:16:07	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	no info	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=359	8969814	8969815
361	STBW	night down here on his own chuckling to himself yum yums he he he the light goes on and mummy	's standing	there looking very cross I was n't doing you woke me with your laughing you 'd have sugar all over	night_NNT1 down_RP here_RL on_II his_APPGE own_DA chuckling_NN1 to_II himself_PPX1 yum_UH yums_NN2 he_PPHS1 he_PPHS1 he_PPHS1 the_AT light_NN1 goes_VVZ on_RP and_CC mummy_NN1	's_VBZ standing_VVG	there_RL looking_VVG very_RG cross_JJ I_PPIS1 was_VBDZ n't_XX doing_VDG you_PPY woke_VVD me_PPIO1 with_IW your_APPGE laughing_JJ you_PPY 'd_VM have_VHI sugar_NN1 all_RR over_II	School problems, trips, assemblies	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0652 S0653 S0654 S0655	4	2016-02-01	0:30:17	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Maths question, story about ANON's teacher leaving her children in the bath, trampolines, ANON’s zombie mask for school, ANON's singing assembly, ANON's computer museum school trip, Archimedes computers, highwayman birthday ideas, proposed birthday game, Yum Yum doughnuts, 2 Unlimited music	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=360	8990866	8990867
362	STK7	n no it was just kind of eyes went through her --ANONnameF was there and I was like but we	were standing	in a really tight circle and everyone had left the church and like I was just like crying and I	n_XX no_UH it_PPH1 was_VBDZ just_RR kind_NN1 of_IO eyes_NN2 went_VVD through_II her_APPGE --ANONnameF_NP1 was_VBDZ there_RL and_CC I_PPIS1 was_VBDZ like_RR but_CCB we_PPIS2	were_VBDR standing_VVG	in_II a_AT1 really_RR tight_JJ circle_NN1 and_CC everyone_PN1 had_VHD left_VVN the_AT church_NN1 and_CC like_RR I_PPIS1 was_VBDZ just_RR like_II crying_NN1 and_CC I_PPIS1		Discussing, explaining, complaining, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0487 S0488	2	2015-09-27	0:19:26		2015 Q3	2015	Close family, partners, very close friends		T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=361	9055606	9055607
363	STKV	so went out for my birthday got absolutely smashed oh my go- no like so bad in fact oh I	was sitting	on the floor like outside the HSBC vomiting my guts up oh no I hate it when I I see	so_RR went_VVD out_RP for_IF my_APPGE birthday_NN1 got_VVD absolutely_RR smashed_VVN oh_UH my_APPGE go-_FU no_UH like_RR so_RG bad_JJ in_II fact_NN1 oh_UH I_PPIS1	was_VBDZ sitting_VVG	on_II the_AT floor_NN1 like_II outside_II the_AT HSBC_NP1 vomiting_VVG my_APPGE guts_NN2 up_RP oh_UH no_UH I_PPIS1 hate_VV0 it_PPH1 when_CS I_PPIS1 I_PPIS1 see_VV0	Catch-up with friend from gym 	discussing, explaining, inquiring, complaining, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0439 S0451	2	2015-10-07	0:57:03	Nandos – Cambridge	2015 Q4	2015	Friends, wider family circle	Gym, holidays, nights out, food, friends, catch-up, ex-boyfriends, work, health, future plans	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=362	9064670	9064671
364	STKV	it was like a really bad she like --ANONnameF never ever cries yeah and she came round mine and we	were sitting	just in the Morrisons carpark in --ANONplace in the car and she started crying she was just like I ca	it_PPH1 was_VBDZ like_II a_AT1 really_RR bad_JJ she_PPHS1 like_RR --ANONnameF_NP1 never_RR ever_RR cries_VVZ yeah_UH and_CC she_PPHS1 came_VVD round_II mine_PPGE and_CC we_PPIS2	were_VBDR sitting_VVG	just_RR in_II the_AT Morrisons_NP2 carpark_NN1 in_II --ANONplace_NP1 in_II the_AT car_NN1 and_CC she_PPHS1 started_VVD crying_VVG she_PPHS1 was_VBDZ just_RR like_RR I_PPIS1 ca_VM	Catch-up with friend from gym 	discussing, explaining, inquiring, complaining, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0439 S0451	2	2015-10-07	0:57:03	Nandos – Cambridge	2015 Q4	2015	Friends, wider family circle	Gym, holidays, nights out, food, friends, catch-up, ex-boyfriends, work, health, future plans	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=363	9071748	9071749
365	STMM	just stop oh my god frying my brain oh it would literally just be like is this table that I	'm sitting	on actually a table ? or really ? is it just the illusion of a table ? that 's how	just_RR stop_VV0 oh_UH my_APPGE god_NN1 frying_VVG my_APPGE brain_NN1 oh_UH it_PPH1 would_VM literally_RR just_RR be_VBI like_RR is_VBZ this_DD1 table_NN1 that_CST I_PPIS1	'm_VBM sitting_VVG	on_RP actually_RR a_AT1 table_NN1 ?_YQUE or_CC really_RR ?_YQUE is_VBZ it_PPH1 just_RR the_AT illusion_NN1 of_IO a_AT1 table_NN1 ?_YQUE that_DD1 's_VBZ how_RRQ	Two flatmates talking together about the future	Discussing, advising, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0529 S0530	2	2015-11-09	1:00:07	Flatmate/close friend’s bedroom in university halls, Lancaster University	2015 Q4	2015	Close family, partners, very close friends	University doubts, future careers, celebrities, babies	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=364	9100499	9100500
366	STNE	was awful yeah I mean I did n't really talk to any of them in the front I just I	was sat	in the back like with my headphones in for the whole way ah but the night before when we got	was_VBDZ awful_JJ yeah_UH I_PPIS1 mean_VV0 I_PPIS1 did_VDD n't_XX really_RR talk_VVI to_II any_DD of_IO them_PPHO2 in_II the_AT front_NN1 I_PPIS1 just_RR I_PPIS1	was_VBDZ sat_VVN	in_II the_AT back_NN1 like_RR with_IW my_APPGE headphones_NN2 in_RP for_IF the_AT whole_JJ way_NN1 ah_UH but_CCB the_AT night_NNT1 before_RT when_CS we_PPIS2 got_VVD	Flatmates talking about life at university	Discussing, inquiring, advising,	Revised	Texts not in Sample release	S0529 S0530 S0531	3	2015-11-18	1:00:04	ANON’s bedroom in university halls, Lancaster University, then moves to kitchen, then back to bedroom	2015 Q4	2015	Close family, partners, very close friends	Illness, tiredness, previous nights events (trip to hospital due to hurting arm), boys, university life	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=365	9120049	9120050
367	STNX	do really well then why should I do the course ? yeah straight oh god it was so sad she	was sitting	there she wa- like and she sat where she sat with the students who were really struggling which did n't	do_VD0 really_RR well_RR then_RT why_RRQ should_VM I_PPIS1 do_VDI the_AT course_NN1 ?_YQUE yeah_UH straight_RR oh_UH god_NN1 it_PPH1 was_VBDZ so_RG sad_JJ she_PPHS1	was_VBDZ sitting_VVG	there_RL she_PPHS1 wa-_FU like_RR and_CC she_PPHS1 sat_VVD where_RRQ she_PPHS1 sat_VVD with_IW the_AT students_NN2 who_PNQS were_VBDR really_RR struggling_VVG which_DDQ did_VDD n't_XX	Couple chat about friends	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-16	0:35:36	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Babies, teaching, friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=366	9123689	9123690
368	STNX	erm I said to you know and oh I was like right erm I 've forgotten hi- his name who	was sitting	next to her work with work with --ANONnameF there er --ANONnameF erm talk tell --ANONnameF why the answer is what	erm_UH I_PPIS1 said_VVD to_II you_PPY know_VV0 and_CC oh_UH I_PPIS1 was_VBDZ like_RR right_RR erm_UH I_PPIS1 've_VH0 forgotten_VVN hi-_FU his_APPGE name_NN1 who_PNQS	was_VBDZ sitting_VVG	next_II21 to_II22 her_APPGE work_NN1 with_IW work_NN1 with_IW --ANONnameF_NP1 there_RL er_UH --ANONnameF_NP1 erm_UH talk_NN1 tell_VV0 --ANONnameF_NP1 why_RRQ the_AT answer_NN1 is_VBZ what_DDQ	Couple chat about friends	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-16	0:35:36	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Babies, teaching, friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=367	9123747	9123748
369	STNX	helping them because it was the lower students mm I think she would n't mind with the higher students she	's sitting	next to this student who is struggling already with well make sure they do n't sit next to each other	helping_VVG them_PPHO2 because_CS it_PPH1 was_VBDZ the_AT lower_JJR students_NN2 mm_UH I_PPIS1 think_VV0 she_PPHS1 would_VM n't_XX mind_VVI with_IW the_AT higher_JJR students_NN2 she_PPHS1	's_VBZ sitting_VVG	next_II21 to_II22 this_DD1 student_NN1 who_PNQS is_VBZ struggling_VVG already_RR with_IW well_RR make_VV0 sure_JJ they_PPHS2 do_VD0 n't_XX sit_VVI next_II21 to_II22 each_PPX221 other_PPX222	Couple chat about friends	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-16	0:35:36	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Babies, teaching, friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=368	9123803	9123804
370	STRW	does I ca n't believe where the day has gone it 's ten to four mm and we 've just	been sitting	around but that 's necessary some times you know yeah when I 'm really tired but it does make you	does_VDZ I_PPIS1 ca_VM n't_XX believe_VVI where_RRQ the_AT day_NNT1 has_VHZ gone_VVN it_PPH1 's_VBZ ten_MC to_II four_MC mm_UH and_CC we_PPIS2 've_VH0 just_RR	been_VBN sitting_VVG	around_RP but_CCB that_DD1 's_VBZ necessary_JJ some_DD times_NNT2 you_PPY know_VV0 yeah_UH when_CS I_PPIS1 'm_VBM really_RR tired_JJ but_CCB it_PPH1 does_VDZ make_VVI you_PPY	Family chatting 	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0083 S0084	2	2012-03-31	0:48:54	ANON’s home, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Films	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=369	9137845	9137846
371	STSS	remember my history exams at A level were three hours it was intense it was a really long time to	be sat	in an exam hall I could n't have done that there 's no way I could 've done it and	remember_VV0 my_APPGE history_NN1 exams_NN2 at_II A_AT1 level_NN1 were_VBDR three_MC hours_NNT2 it_PPH1 was_VBDZ intense_JJ it_PPH1 was_VBDZ a_AT1 really_RR long_JJ time_NNT1 to_TO	be_VBI sat_VVN	in_II an_AT1 exam_NN1 hall_NN1 I_PPIS1 could_VM n't_XX have_VHI done_VDN that_DD1 there_EX 's_VBZ no_AT way_NN1 I_PPIS1 could_VM 've_VHI done_VDN it_PPH1 and_CC	Friends drinking wine together discussing work, plans for the weekends, diets, living arrangements. 	Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-02-17	2:29:48	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Work, social lives, diets, living arrangements	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=370	9143135	9143136
372	STUM	oh right and so was she actually lying or sitting on the stool then ? she was just yeah she	was sitting	on the stool oh right okay but she was just lying on the table like that and then I thought	oh_UH right_RR and_CC so_RR was_VBDZ she_PPHS1 actually_RR lying_VVG or_CC sitting_VVG on_II the_AT stool_NN1 then_RT ?_YQUE she_PPHS1 was_VBDZ just_RR yeah_UH she_PPHS1	was_VBDZ sitting_VVG	on_II the_AT stool_NN1 oh_UH right_RR okay_RR but_CCB she_PPHS1 was_VBDZ just_RR lying_VVG on_II the_AT table_NN1 like_II that_DD1 and_CC then_RT I_PPIS1 thought_VVD	Friends talking about school	discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2015-09-14	0:31:59	ANON's home, Linton	2015 Q3	2015	Close family, partners, very close friends	Physics Teachers Our form tutor School stories 17 again (film) English Reading Lessons People at school	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=371	9166355	9166356
373	STUM	he was really cool and really nice and then and then the other day I felt really bad because I	was standing	on the and I was doing the stars and then I went year eight was the best year and then	he_PPHS1 was_VBDZ really_RR cool_JJ and_CC really_RR nice_JJ and_CC then_RT and_CC then_RT the_AT other_JJ day_NNT1 I_PPIS1 felt_VVD really_RR bad_JJ because_CS I_PPIS1	was_VBDZ standing_VVG	on_II the_AT and_CC I_PPIS1 was_VBDZ doing_VDG the_AT stars_NN2 and_CC then_RT I_PPIS1 went_VVD year_NNT1 eight_MC was_VBDZ the_AT best_JJT year_NNT1 and_CC then_RT	Friends talking about school	discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2015-09-14	0:31:59	ANON's home, Linton	2015 Q3	2015	Close family, partners, very close friends	Physics Teachers Our form tutor School stories 17 again (film) English Reading Lessons People at school	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=372	9166992	9166993
