Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
179	STXT	like loads of people looking around for spaces to sit you look like a massive like knob mm cos you	're sat	in there on your own but to be fair if someone came in and I was in there and they	like_JJ loads_NN2 of_IO people_NN looking_VVG around_RP for_IF spaces_NN2 to_TO sit_VVI you_PPY look_VV0 like_II a_AT1 massive_JJ like_II knob_NN1 mm_UH cos_CS you_PPY	're_VBR sat_VVN	in_II there_RL on_II your_APPGE own_DA but_CCB to_TO be_VBI fair_JJ if_CS someone_PN1 came_VVD in_RP and_CC I_PPIS1 was_VBDZ in_II there_RL and_CC they_PPHS2	Friends talking in flat	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0400	4	2015-04-20	1:19:36	Living room, friends flat	2015 Q2	2015	Close family, partners, very close friends	Food, living arrangements, University, friends, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=178	9212556	9212557
180	STXT	that and then he took his shoes off but because people had smashed glasses and that on the floor he	was standing	on them and then he got blood all over her dress because he er cos he 'd cut his feet	that_DD1 and_CC then_RT he_PPHS1 took_VVD his_APPGE shoes_NN2 off_RP but_CCB because_CS people_NN had_VHD smashed_VVN glasses_NN2 and_CC that_DD1 on_II the_AT floor_NN1 he_PPHS1	was_VBDZ standing_VVG	on_II them_PPHO2 and_CC then_RT he_PPHS1 got_VVD blood_NN1 all_RR over_II her_APPGE dress_NN1 because_CS he_PPHS1 er_UH cos_CS he_PPHS1 'd_VM cut_VVI his_APPGE feet_NN2	Friends talking in flat	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0245 S0246 S0249 S0400	4	2015-04-20	1:19:36	Living room, friends flat	2015 Q2	2015	Close family, partners, very close friends	Food, living arrangements, University, friends, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=179	9216183	9216184
181	STY2	you practice you erm write the chords yeah is that what they 're called ? yeah yeah but when I	'm sat	at home with my parents mum and dad are like --UNCLEARWORD fucking gigs and --UNCLEARWORD all day yeah course you	you_PPY practice_NN1 you_PPY erm_UH write_VV0 the_AT chords_NN2 yeah_UH is_VBZ that_DD1 what_DDQ they_PPHS2 're_VBR called_VVN ?_YQUE yeah_UH yeah_UH but_CCB when_CS I_PPIS1	'm_VBM sat_VVN	at_II home_NN1 with_IW my_APPGE parents_NN2 mum_NN1 and_CC dad_NN1 are_VBR like_RR --UNCLEARWORD_FU fucking_JJ gigs_NN2 and_CC --UNCLEARWORD_FU all_DB day_NNT1 yeah_UH course_RR you_PPY	Friends chatting about general stuff	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0202 S0203	2	2014-08-19	0:37:45	In a bar	2014 Q3	2014	Close family, partners, very close friends	Sports, uni, work, bands	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=180	9218470	9218471
182	STZ3	're engaged would you like a second ? at least that 's --UNCLEARWORD erm ah all these dirty old men	are sat	there going oh --UNCLEARWORD how do I reply to er reply there we go --UNCLEARWORD put a comment on it	're_VBR engaged_VVN would_VM you_PPY like_VVI a_AT1 second_NNT1 ?_YQUE at_RR21 least_RR22 that_DD1 's_VBZ --UNCLEARWORD_FU erm_UH ah_UH all_DB these_DD2 dirty_JJ old_JJ men_NN2	are_VBR sat_VVN	there_RL going_VVG oh_UH --UNCLEARWORD_FU how_RRQ do_VD0 I_PPIS1 reply_VVI to_TO er_UH reply_VVI there_RL we_PPIS2 go_VV0 --UNCLEARWORD_FU put_VV0 a_AT1 comment_NN1 on_II it_PPH1	Friends chatting about general stuff	Discussing, explaining, inquiring	Revised	Texts within Sample release	S0202 S0203	2	2014-08-19	0:44:14	In a bar	2014 Q3	2014	Close family, partners, very close friends	Sports, uni, work, bands	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=181	9227176	9227177
183	STZ3	so you were laying on one bar all night it were fucking shit so we were like in Toronto we	were sat	in this bar all day like drinking and this old this this old guy walked past with with his little	so_CS you_PPY were_VBDR laying_VVG on_II one_MC1 bar_NN1 all_DB night_NNT1 it_PPH1 were_VBDR fucking_JJ shit_NN1 so_RR we_PPIS2 were_VBDR like_II in_II Toronto_NP1 we_PPIS2	were_VBDR sat_VVN	in_II this_DD1 bar_NN1 all_DB day_NNT1 like_II drinking_NN1 and_CC this_DD1 old_JJ this_DD1 this_DD1 old_JJ guy_NN1 walked_VVD past_RL with_IW with_IW his_APPGE little_JJ	Friends chatting about general stuff	Discussing, explaining, inquiring	Revised	Texts within Sample release	S0202 S0203	2	2014-08-19	0:44:14	In a bar	2014 Q3	2014	Close family, partners, very close friends	Sports, uni, work, bands	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=182	9229305	9229306
184	SU82	through it rubbish oh God and it went on for ages and ages I never saw it repeat and I	was sat	watching it for twenty minutes I just started watching mm and then I got sucked in Cos then you 're	through_II it_PPH1 rubbish_NN1 oh_UH God_NP1 and_CC it_PPH1 went_VVD on_RP for_IF ages_NN2 and_CC ages_NN2 I_PPIS1 never_RR saw_VVD it_PPH1 repeat_VVI and_CC I_PPIS1	was_VBDZ sat_VVN	watching_VVG it_PPH1 for_IF twenty_MC minutes_NNT2 I_PPIS1 just_RR started_VVD watching_VVG mm_UH and_CC then_RT I_PPIS1 got_VVD sucked_VVN in_II Cos_CS then_RT you_PPY 're_VBR	Friends booking flights, eating dinner, watching tv.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-02-28	3:20:56	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=183	9265734	9265735
185	SU82	the wizards oh that do you know I kept thinking my bum feels a bit wet it 's because I	was sat	on the frigging Well not surprised uh so did you find the camera alright to use ? I 've only	the_AT wizards_NN2 oh_UH that_DD1 do_VD0 you_PPY know_VVI I_PPIS1 kept_VVD thinking_VVG my_APPGE bum_NN1 feels_VVZ a_AT1 bit_NN1 wet_VVI it_PPH1 's_VBZ because_CS I_PPIS1	was_VBDZ sat_VVN	on_II the_AT frigging_JJ Well_RR not_XX surprised_JJ uh_UH so_RR did_VDD you_PPY find_VVI the_AT camera_NN1 alright_RR to_TO use_VVI ?_YQUE I_PPIS1 've_VH0 only_RR	Friends booking flights, eating dinner, watching tv.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-02-28	3:20:56	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=184	9272285	9272286
186	SU82	my dad oh my dad was in hospital so it must 've been a year after that um and we	're sat	in the car and she said to me can I ask you something ? I said yeah course you can	my_APPGE dad_NN1 oh_UH my_APPGE dad_NN1 was_VBDZ in_II hospital_NN1 so_RR it_PPH1 must_VM 've_VHI been_VBN a_AT1 year_NNT1 after_II that_DD1 um_UH and_CC we_PPIS2	're_VBR sat_VVN	in_II the_AT car_NN1 and_CC she_PPHS1 said_VVD to_II me_PPIO1 can_VM I_PPIS1 ask_VVI you_PPY something_PN1 ?_YQUE I_PPIS1 said_VVD yeah_UH course_RR you_PPY can_VM	Friends booking flights, eating dinner, watching tv.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-02-28	3:20:56	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=185	9281030	9281031
187	SU82	thinking a bit of remorse was mm coming out here mm and then I felt a bit bad and we	were sat	in the car together and she was close proximity and I was like oo oo this is gon na be	thinking_VVG a_AT1 bit_NN1 of_IO remorse_NN1 was_VBDZ mm_UH coming_VVG out_RP here_RL mm_UH and_CC then_RT I_PPIS1 felt_VVD a_RR21 bit_RR22 bad_JJ and_CC we_PPIS2	were_VBDR sat_VVN	in_II the_AT car_NN1 together_RL and_CC she_PPHS1 was_VBDZ close_JJ proximity_NN1 and_CC I_PPIS1 was_VBDZ like_RR oo_UH oo_UH this_DD1 is_VBZ gon_VVGK na_TO be_VBI	Friends booking flights, eating dinner, watching tv.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-02-28	3:20:56	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=186	9281129	9281130
188	SUGJ	on it but where they are peeing on it it 's coming away so they 're peeing on it it	's sitting	there for a day the cleaner 's going in the next day and it 's it 's taken the colour	on_II it_PPH1 but_CCB where_RRQ they_PPHS2 are_VBR peeing_VVG on_II it_PPH1 it_PPH1 's_VBZ coming_VVG away_RL so_RR they_PPHS2 're_VBR peeing_VVG on_II it_PPH1 it_PPH1	's_VBZ sitting_VVG	there_RL for_IF a_AT1 day_NNT1 the_AT cleaner_NN1 's_VBZ going_VVG in_II the_AT next_MD day_NNT1 and_CC it_PPH1 's_VHZ it_PPH1 's_VHZ taken_VVN the_AT colour_NN1	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=187	9342160	9342161
189	SUGJ	is it sitting height ? or standing height ? it 's the sitting height --UNCLEARWORD really ? yeah so somebody	is sat	in the toilet bored cos you would n't go into the toilet and be busy doing what you 're doing	is_VBZ it_PPH1 sitting_VVG height_NN1 ?_YQUE or_CC standing_NN1 height_NN1 ?_YQUE it_PPH1 's_VBZ the_AT sitting_JJ height_NN1 --UNCLEARWORD_FU really_RR ?_YQUE yeah_UH so_RR somebody_PN1	is_VBZ sat_VVN	in_II the_AT toilet_NN1 bored_JJ cos_CS you_PPY would_VM n't_XX go_VVI into_II the_AT toilet_NN1 and_CC be_VBI busy_JJ doing_VDG what_DDQ you_PPY 're_VBR doing_VDG	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=188	9342942	9342943
190	SUGJ	the toilet and be busy doing what you 're doing and do that you know ? it 's somebody who	's sitting	in the toilets bored on their phone and just multitasking yeah some idiot but no it 's not it 's	the_AT toilet_NN1 and_CC be_VBI busy_JJ doing_VDG what_DDQ you_PPY 're_VBR doing_VDG and_CC do_VD0 that_DD1 you_PPY know_VV0 ?_YQUE it_PPH1 's_VBZ somebody_PN1 who_PNQS	's_VBZ sitting_VVG	in_II the_AT toilets_NN2 bored_VVN on_II their_APPGE phone_NN1 and_CC just_RR multitasking_VVG yeah_UH some_DD idiot_NN1 but_CCB no_UH it_PPH1 's_VBZ not_XX it_PPH1 's_VBZ	Colleagues talking about work matters	Discussing, explaining, inquiring, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0282 S0645	2	2014-10-16	1:00:56	The office of a charity called The Brix in Brixton, South London where both persons are employed	2014 Q4	2014	Colleagues	Conversion of a space. Activities taking place in the building. Generating income. Marketing the business. Buying new furniture. Relationships with tenants and users. Birds. Maintenance. Fire escapes. Storage. Holiday cover and arrangements. Staffing arrangements and pay. Upcoming bookings. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=189	9342974	9342975
191	SUKT	guest if you just ha- if you just boil enough for one another three people will arrive mm while you	're standing	waiting for it to to go I 'm just gon na turn the sausages over they smell done grilling oh	guest_NN1 if_CS you_PPY just_RR ha-_FU if_CS you_PPY just_RR boil_VV0 enough_DD for_IF one_PPX121 another_PPX122 three_MC people_NN will_VM arrive_VVI mm_UH while_CS you_PPY	're_VBR standing_VVG	waiting_VVG for_IF it_PPH1 to_TO to_TO go_VVI I_PPIS1 'm_VBM just_RR gon_VVGK na_TO turn_VVI the_AT sausages_NN2 over_RP they_PPHS2 smell_VV0 done_VDN grilling_VVG oh_UH		Discussing, explaining, inquiring, making arrangements, telling jokes	Original	Texts within Sample release	S0026 S0058 S0120 S0179	4	2012-03-18	0:50:32	ANON and ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=190	9368021	9368022
192	SUKT	this one --ANONnameM 's you 're number four on this one yeah oh this one ? Oh right yeah he	's standing	right behind me creepy argh number four is standing right behind number three number three protests argh yeah this is	this_DD1 one_MC1 --ANONnameM_NP1 's_GE you_PPY 're_VBR number_NN1 four_MC on_II this_DD1 one_MC1 yeah_UH oh_UH this_DD1 one_PN1 ?_YQUE Oh_UH right_RR yeah_UH he_PPHS1	's_VBZ standing_VVG	right_RR behind_II me_PPIO1 creepy_JJ argh_NN1 number_NN1 four_MC is_VBZ standing_VVG right_RR behind_II number_NN1 three_MC number_NN1 three_MC protests_NN2 argh_VV0 yeah_UH this_DD1 is_VBZ		Discussing, explaining, inquiring, making arrangements, telling jokes	Original	Texts within Sample release	S0026 S0058 S0120 S0179	4	2012-03-18	0:50:32	ANON and ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=191	9374729	9374730
193	SUKT	this one yeah oh this one ? Oh right yeah he 's standing right behind me creepy argh number four	is standing	right behind number three number three protests argh yeah this is gon na be really quite confusing that 'll be	this_DD1 one_MC1 yeah_UH oh_UH this_DD1 one_PN1 ?_YQUE Oh_UH right_RR yeah_UH he_PPHS1 's_VBZ standing_VVG right_RR behind_II me_PPIO1 creepy_JJ argh_NN1 number_NN1 four_MC	is_VBZ standing_VVG	right_RR behind_II number_NN1 three_MC number_NN1 three_MC protests_NN2 argh_VV0 yeah_UH this_DD1 is_VBZ gon_VVGK na_TO be_VBI really_RR quite_RG confusing_JJ that_DD1 'll_VM be_VBI		Discussing, explaining, inquiring, making arrangements, telling jokes	Original	Texts within Sample release	S0026 S0058 S0120 S0179	4	2012-03-18	0:50:32	ANON and ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=192	9374738	9374739
194	SUNR	got my break I get my break at the same time as yours so I get my break and I	'm sat	waiting for her for fifteen minutes she never turns up I ca n't text her she ca n't text me	got_VVD my_APPGE break_NN1 I_PPIS1 get_VV0 my_APPGE break_NN1 at_II the_AT same_DA time_NNT1 as_CSA yours_PPGE so_RR I_PPIS1 get_VV0 my_APPGE break_NN1 and_CC I_PPIS1	'm_VBM sat_VVN	waiting_VVG for_IF her_PPHO1 for_IF fifteen_MC minutes_NNT2 she_PPHS1 never_RR turns_VVZ up_RP I_PPIS1 ca_VM n't_XX text_NN1 her_PPHO1 she_PPHS1 ca_VM n't_XX text_NN1 me_PPIO1	Friends getting ready to go out, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-16	0:41:23	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Phones, people	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=193	9413445	9413446
195	SUNR	gone come home ? yeah oh my good God in n it ? Look at it in the light I	'm stood	in the light that 's it 's massive you can tell that 's fluid though you can see it shaking	gone_VVN come_VV0 home_RL ?_YQUE yeah_UH oh_UH my_APPGE good_JJ God_NP1 in_VBZ n_XX it_PPH1 ?_YQUE Look_VV0 at_II it_PPH1 in_II the_AT light_NN1 I_PPIS1	'm_VBM stood_VVN	in_II the_AT light_NN1 that_DD1 's_VBZ it_PPH1 's_VBZ massive_JJ you_PPY can_VM tell_VVI that_DD1 's_VBZ fluid_JJ though_CS you_PPY can_VM see_VVI it_PPH1 shaking_VVG	Friends getting ready to go out, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-16	0:41:23	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Phones, people	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=194	9419551	9419552
196	SV2V	asleep and then be up start work at say half five half five ? the next day yeah she 'll	be sat	at her desk go down for breakfast at seven then leave that day at four mm for for how much	asleep_JJ and_CC then_RT be_VBI up_RP start_NN1 work_NN1 at_II say_VV0 half_DB five_MC half_DB five_MC ?_YQUE the_AT next_MD day_NNT1 yeah_UH she_PPHS1 'll_VM	be_VBI sat_VVN	at_II her_APPGE desk_NN1 go_VV0 down_RP for_IF breakfast_NN1 at_II seven_MC then_RT leave_VV0 that_DD1 day_NNT1 at_II four_MC mm_UH for_IF for_IF how_RGQ much_DA1	Friends chatting 	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-31	2:19:57	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, identity, friends	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=195	9709981	9709982
197	SV3M	friends do it and you know we go out for dinner and you know everyone is you know like you	are sat	around the table in a restaurant and you have like a plate a knife and fork and phone you know	friends_NN2 do_VD0 it_PPH1 and_CC you_PPY know_VV0 we_PPIS2 go_VV0 out_RP for_IF dinner_NN1 and_CC you_PPY know_VV0 everyone_PN1 is_VBZ you_PPY know_VV0 like_II you_PPY	are_VBR sat_VVN	around_II the_AT table_NN1 in_II a_AT1 restaurant_NN1 and_CC you_PPY have_VH0 like_RR a_AT1 plate_NN1 a_AT1 knife_NN1 and_CC fork_NN1 and_CC phone_NN1 you_PPY know_VV0	 Two friends talking about various topics (see 9 above) over a meal in a vegan restaurant in Rzeszow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-19	0:18:12	Vegan restaurant in Rzeszow, Poland.	2016 Q1	2016	Friends, wider family circle	Social media, TV, podcasts.	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=196	9728999	9729000
198	SV49	an awesome job like there are people doing far harder jobs being far more exhausted I do n't want to	be sitting	here talking about oh it 's so terrible working for two hours a night yeah that 's true yeah yeah	an_AT1 awesome_JJ job_NN1 like_RR there_EX are_VBR people_NN doing_VDG far_RG harder_JJR jobs_NN2 being_VBG far_RG more_RGR exhausted_JJ I_PPIS1 do_VD0 n't_XX want_VVI to_TO	be_VBI sitting_VVG	here_RL talking_VVG about_II oh_UH it_PPH1 's_VBZ so_RG terrible_JJ working_VVG for_IF two_MC hours_NNT2 a_AT1 night_NNT1 yeah_UH that_DD1 's_VBZ true_JJ yeah_UH yeah_UH	General conversation with work friends	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Original	Texts within Sample release	S0054 S0069 S0119 S0173	4	2012-03-12	1:01:42	A meeting room in an office, Cambridge	2012 Q1	2012	Friends, wider family circle	Stand-up comedy, sport, holidays, university, food and cooking, work, the Internet, family, punctuation, advertising	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=197	9738149	9738150
199	SV4W	have you looked at these unis or have you googled this search term or this search term ? and I	was sat	with her with all the university stuff and it was really it was really good and she has got a	have_VH0 you_PPY looked_VVN at_II these_DD2 unis_NN2 or_CC have_VH0 you_PPY googled_VVN this_DD1 search_NN1 term_NN1 or_CC this_DD1 search_NN1 term_NN1 ?_YQUE and_CC I_PPIS1	was_VBDZ sat_VVN	with_IW her_PPHO1 with_IW all_DB the_AT university_NN1 stuff_NN1 and_CC it_PPH1 was_VBDZ really_RR it_PPH1 was_VBDZ really_RR good_JJ and_CC she_PPHS1 has_VHZ got_VVN a_AT1	Long over-due catch-up with old friend.  	Disciussing, Explaining, Inquiring, Complaining, inviting, announcing, anecdote telling, making arrangements	Revised	Texts within Sample release	S0439 S0444	2	2015-07-17	1:11:53	Restaurant - Oxford	2015 Q3	2015	Close family, partners, very close friends	Food, habits, friends, relationships, work, future planning. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=198	9751155	9751156
200	SVD4	you what I 'm ready for a sit down now well a good job you 're sat down you 've	been sat	there for an hour I know but like a a sit down I 've got pins and needles in my	you_PPY what_DDQ I_PPIS1 'm_VBM ready_JJ for_IF a_AT1 sit_VV0 down_RP now_RT well_RR a_AT1 good_JJ job_NN1 you_PPY 're_VBR sat_VVN down_RP you_PPY 've_VH0	been_VBN sat_VVN	there_RL for_IF an_AT1 hour_NNT1 I_PPIS1 know_VV0 but_CCB like_II a_AT1 a_AT1 sit_VV0 down_RP I_PPIS1 've_VH0 got_VVN pins_NN2 and_CC needles_NN2 in_II my_APPGE	Family discussion over a meal at a restaurant	Discussing, explaining, inquiring, requsting	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-23	1:01:09	Restaurant, Istria, Croatia	2016 Q2	2016	Close family, partners, very close friends	Family, Food, University, Tattoos, School, Buses, Dogs, Supermarkets, Work, Mopeds, Exercise, Houses, Hospital experiences, Facebook 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=199	9901874	9901875
201	SVHN	lot of rain oh yeah oh yeah y- you 've said that before have n't you ? yes when we	were stood	on --ANONplace station one time and I was complaining about the rain and he was like you have n't seen	lot_NN1 of_IO rain_NN1 oh_UH yeah_UH oh_UH yeah_UH y-_FU you_PPY 've_VH0 said_VVN that_DD1 before_RT have_VH0 n't_XX you_PPY ?_YQUE yes_UH when_CS we_PPIS2	were_VBDR stood_VVN	on_II --ANONplace_NP1 station_NN1 one_MC1 time_NNT1 and_CC I_PPIS1 was_VBDZ complaining_VVG about_II the_AT rain_NN1 and_CC he_PPHS1 was_VBDZ like_RR you_PPY have_VH0 n't_XX seen_VVN	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=200	9996739	9996740
202	SVHN	that is me as well my warning sign is if I 'm if I 'm getting really cross and I	'm sitting	there and my foot 's you know like a cat 's tail ? yeah and that 's my foot g-	that_DD1 is_VBZ me_PPIO1 as_RR21 well_RR22 my_APPGE warning_NN1 sign_NN1 is_VBZ if_CS I_PPIS1 'm_VBM if_CS I_PPIS1 'm_VBM getting_VVG really_RR cross_VV0 and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC my_APPGE foot_NN1 's_VBZ you_PPY know_VV0 like_II a_AT1 cat_NN1 's_GE tail_NN1 ?_YQUE yeah_UH and_CC that_DD1 's_VBZ my_APPGE foot_NN1 g-_FU	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=201	10004383	10004384
203	SVHN	horrible yeah did you er jacket potatoes --UNCLEARWORD yeah it would actually oh yeah I made it all while you	were sat	playing Sims and --UNCLEARWORD excuse me this is this is what they 're like they just bicker --UNCLEARWORD he 's	horrible_JJ yeah_UH did_VDD you_PPY er_UH jacket_NN1 potatoes_NN2 --UNCLEARWORD_FU yeah_UH it_PPH1 would_VM actually_RR oh_UH yeah_UH I_PPIS1 made_VVD it_PPH1 all_DB while_CS you_PPY	were_VBDR sat_VVN	playing_VVG Sims_NP1 and_CC --UNCLEARWORD_FU excuse_VV0 me_PPIO1 this_DD1 is_VBZ this_DD1 is_VBZ what_DDQ they_PPHS2 're_VBR like_RR they_PPHS2 just_RR bicker_VV0 --UNCLEARWORD_FU he_PPHS1 's_VBZ	Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates.	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	2015-12-17	0:54:26	In a small town, ANON, ANON and ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=202	10006424	10006425
204	SVLH	and do a bit I know cos like --ANONnameM does a hell of a lot more than him and --ANONnameM	was sat	there I was like I 'm just a bit like why am I making --ANONnameM the thing ? cos I	and_CC do_VD0 a_RR21 bit_RR22 I_PPIS1 know_VV0 cos_CS like_II --ANONnameM_NP1 does_VDZ a_AT1 hell_NN1 of_IO a_AT1 lot_NN1 more_DAR than_CSN him_PPHO1 and_CC --ANONnameM_NP1	was_VBDZ sat_VVN	there_RL I_PPIS1 was_VBDZ like_RR I_PPIS1 'm_VBM just_RR a_RR21 bit_RR22 like_II why_RRQ am_VBM I_PPIS1 making_VVG --ANONnameM_NP1 the_AT thing_NN1 ?_YQUE cos_CS I_PPIS1	Talking during a car journey	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0548 S0549 S0551	3	2016-01-02	0:21:12	in the car driving from High Lane, Stockport to Macclesfield, Cheshire.	2016 Q1	2016	Close family, partners, very close friends	Getting new furniture, the tip, ANON's friend and her family, other people washing your clothes, our extended family, unwanted presents, grandparents, new building, swearing, the beaver scout Christmas party, a boy from Primary School, network scouts, ANON's friend ANON, ANON's ill partner, dementia, ANON’s friend.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=203	10043194	10043195
